id,text
1438,CompaniesAB InBev signals it won't go hostile for SABMiller
1439,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...
1440,Barclays set to name former JPMorgan banker Staley as new CEO
1441,US cancels Arctic offshore lease sale after Shell drops interest
1442,AB InBev offers SABMiller $3 billion breakup fee
1443,AB InBev offers SABMiller $3 billion breakup fee
1444,Barclays share price: Chairman 'perfectly comfortable' with ring-fencing rules
1445,AB InBev attacks SABMiller bid rebuffal
1446,AB InBev attacks SABMiller bid rebuffal
1447,JC Penney Cuts Pension Plan Obligation
1448,SAB's Chairman Digs In With Board Divided on InBev Offer
1449,SAB's Chairman Digs In With Board Divided on InBev Offer
1450,Legal & General group chairman John Stewart to retire in 2016
1451,UPDATE 1-Meggitt reiterates annual outlook after tough 2014
1452,"We'd support HSBC leaving London, says Standard Life"
1453,"We'd support HSBC leaving London, says Standard Life"
1454,BHP Billiton to Face Questions From Shareholders
